file,x,y,w,h
rukia_088.png,666,730,32,45
rukia_089.png,741,729,29,45
rukia_090.png,26,810,27,45
rukia_091.png,106,812,28,43
rukia_092.png,186,812,28,43
rukia_093.png,266,813,26,42
rukia_094.png,346,809,39,46
rukia_095.png,426,809,39,46
rukia_096.png,506,811,37,44
rukia_097.png,585,810,27,45
rukia_098.png,664,807,27,48
rukia_099.png,747,806,23,49
rukia_100.png,27,885,21,49
rukia_101.png,106,885,22,49
rukia_102.png,183,886,28,48
rukia_103.png,744,887,27,47
rukia_104.png,259,891,33,43
rukia_105.png,341,893,49,41
rukia_106.png,421,893,49,41
rukia_107.png,501,891,37,43
rukia_108.png,584,889,32,45
rukia_109.png,664,888,30,46
rukia_110.png,24,964,22,49
rukia_111.png,104,963,20,50
rukia_112.png,184,963,20,50
rukia_113.png,264,963,20,50
rukia_114.png,344,963,20,50
rukia_115.png,424,963,31,50
rukia_116.png,499,965,29,39
rukia_117.png,575,965,32,48
rukia_118.png,655,965,32,48
rukia_119.png,736,965,37,46
rukia_120.png,16,1044,40,51
rukia_121.png,107,1045,23,53
rukia_122.png,185,1045,22,53
rukia_123.png,265,1045,22,53
rukia_124.png,342,1047,25,51
rukia_125.png,420,1048,37,50
rukia_126.png,500,1048,37,50
rukia_127.png,582,1046,32,53
rukia_128.png,658,1046,42,52
rukia_129.png,746,1047,28,45
rukia_130.png,26,1127,27,44
rukia_131.png,106,1127,27,44
rukia_132.png,186,1127,44,44
rukia_133.png,266,1127,44,44
rukia_134.png,346,1127,37,44
rukia_135.png,425,1126,27,45
rukia_136.png,569,1124,49,28
rukia_137.png,506,1128,26,43
rukia_138.png,654,1129,47,51
rukia_139.png,733,1138,44,31
rukia_140.png,112,1195,25,46
rukia_141.png,189,1196,27,45
rukia_142.png,268,1198,28,43
rukia_143.png,348,1198,28,43
rukia_144.png,429,1196,27,45
rukia_145.png,510,1195,29,46
rukia_146.png,590,1196,29,45
rukia_147.png,660,1191,39,50
rukia_148.png,740,1191,39,50
rukia_149.png,8,1225,46,25
rukia_150.png,23,1269,36,51
rukia_151.png,107,1269,40,51
rukia_152.png,187,1269,40,51
rukia_153.png,262,1272,33,48
rukia_154.png,331,1273,45,47
rukia_155.png,411,1272,48,48
rukia_156.png,742,1274,41,46
rukia_157.png,22,1353,41,46
rukia_158.png,113,1352,25,50
rukia_159.png,194,1353,23,50
rukia_160.png,274,1353,23,50
rukia_161.png,357,1355,26,50
rukia_162.png,436,1355,27,50
rukia_163.png,517,1353,22,53
rukia_164.png,583,1353,42,52
rukia_165.png,670,1354,29,45
rukia_166.png,740,1349,39,50
rukia_167.png,20,1428,39,50
rukia_168.png,103,1427,36,51
rukia_169.png,187,1427,40,51
rukia_170.png,267,1427,40,51
rukia_171.png,342,1430,33,48
rukia_172.png,411,1431,45,47
rukia_173.png,491,1430,48,48
rukia_174.png,22,1511,41,46
rukia_175.png,102,1511,41,46
rukia_176.png,192,1511,25,46
rukia_177.png,269,1511,28,46
rukia_178.png,346,1510,33,47
rukia_179.png,591,1511,28,46
rukia_180.png,670,1511,29,46
rukia_181.png,428,1513,31,44
rukia_182.png,508,1513,31,44
rukia_183.png,750,1512,29,45
rukia_184.png,20,1586,39,50
rukia_185.png,100,1586,39,50
rukia_186.png,183,1585,36,51
rukia_187.png,267,1585,40,51
rukia_188.png,347,1585,40,51
rukia_189.png,422,1588,33,48
rukia_190.png,491,1589,45,47
rukia_191.png,571,1588,48,48
rukia_192.png,667,1593,133,43
rukia_193.png,5,1672,75,43
rukia_194.png,102,1669,41,46
rukia_195.png,182,1669,41,46
