file,x,y,w,h
ichigo_159.png,392,1460,59,50
ichigo_160.png,571,1462,101,48
ichigo_161.png,689,1463,97,47
ichigo_162.png,466,1465,89,45
ichigo_163.png,9,1547,40,49
ichigo_164.png,65,1541,38,52
ichigo_165.png,118,1540,28,52
ichigo_166.png,166,1540,54,56
ichigo_167.png,234,1542,45,52
ichigo_168.png,296,1543,36,51
ichigo_169.png,350,1546,39,47
ichigo_170.png,406,1544,47,48
ichigo_171.png,473,1544,47,47
ichigo_172.png,539,1544,38,47
ichigo_173.png,594,1546,35,49
ichigo_174.png,9,1607,157,93
ichigo_175.png,351,1608,98,8
ichigo_176.png,9,1644,29,52
ichigo_177.png,55,1645,27,50
ichigo_178.png,183,1669,24,48
ichigo_179.png,222,1669,24,48
ichigo_180.png,262,1661,26,49
ichigo_181.png,425,1676,23,33
ichigo_182.png,465,1676,22,33
ichigo_183.png,502,1678,27,31
ichigo_184.png,542,1678,24,31
ichigo_185.png,354,1681,20,29
ichigo_186.png,390,1681,20,29
ichigo_187.png,9,1728,139,11
ichigo_188.png,403,1746,130,19
ichigo_189.png,9,1752,141,83
ichigo_190.png,173,1774,57,43
ichigo_191.png,244,1774,56,42
ichigo_192.png,330,1771,54,47
ichigo_193.png,404,1773,56,45
ichigo_194.png,475,1774,56,44
ichigo_195.png,544,1764,32,54
ichigo_196.png,688,1845,64,48
ichigo_197.png,9,1867,87,32
ichigo_198.png,768,1871,80,80
ichigo_199.png,421,1879,60,37
ichigo_200.png,494,1878,59,36
ichigo_201.png,589,1877,47,48
ichigo_202.png,657,1875,14,38
ichigo_203.png,861,1879,62,64
ichigo_204.png,935,1883,48,56
ichigo_205.png,110,1917,54,22
ichigo_206.png,180,1914,58,28
ichigo_207.png,255,1915,64,26
ichigo_208.png,335,1915,60,26
ichigo_209.png,999,1903,15,16
ichigo_210.png,9,1968,140,11
ichigo_211.png,229,1991,37,81
ichigo_212.png,281,2014,41,58
ichigo_213.png,342,2006,30,65
ichigo_214.png,488,1993,39,79
ichigo_215.png,545,1992,27,79
ichigo_216.png,754,2002,160,73
ichigo_217.png,9,2023,40,49
ichigo_218.png,61,2023,40,49
ichigo_219.png,117,2022,38,50
ichigo_220.png,171,2023,39,49
ichigo_221.png,386,2020,34,50
ichigo_222.png,437,2020,38,52
ichigo_223.png,593,2026,50,47
ichigo_224.png,656,2025,35,47
ichigo_225.png,705,2024,37,48
ichigo_226.png,926,2024,43,53
ichigo_227.png,9,2087,98,8
ichigo_228.png,309,2103,59,86
ichigo_229.png,384,2102,64,46
ichigo_230.png,464,2111,39,32
ichigo_231.png,520,2113,55,29
ichigo_232.png,590,2117,85,51
ichigo_233.png,715,2125,46,43
ichigo_234.png,9,2152,52,30
ichigo_235.png,77,2152,52,30
ichigo_236.png,147,2150,52,32
ichigo_237.png,692,2150,18,22
ichigo_238.png,780,2157,60,26
ichigo_239.png,217,2161,30,27
ichigo_240.png,259,2171,35,19
ichigo_241.png,9,2223,61,83
ichigo_242.png,84,2217,55,46
ichigo_243.png,157,2215,69,35
ichigo_244.png,241,2225,72,81
ichigo_245.png,834,2214,69,87
ichigo_246.png,924,2213,65,88
ichigo_247.png,334,2239,27,70
ichigo_248.png,513,2252,52,49
ichigo_249.png,577,2252,52,49
ichigo_250.png,643,2252,52,49
ichigo_251.png,706,2251,50,50
ichigo_252.png,772,2252,46,49
ichigo_253.png,378,2271,21,33
ichigo_254.png,513,2322,55,89
ichigo_255.png,581,2320,69,90
ichigo_256.png,9,2338,49,73
ichigo_257.png,75,2340,65,70
ichigo_258.png,157,2345,85,64
ichigo_259.png,434,2328,64,83
ichigo_260.png,666,2330,72,82
ichigo_261.png,759,2345,61,70
ichigo_262.png,263,2353,69,56
ichigo_263.png,348,2359,65,52
ichigo_264.png,838,2365,57,47
ichigo_265.png,9,2442,15,84
ichigo_266.png,81,2434,14,41
ichigo_267.png,729,2441,92,114
ichigo_268.png,839,2433,94,116
ichigo_269.png,112,2466,28,29
ichigo_270.png,162,2466,57,59
ichigo_271.png,237,2464,112,116
ichigo_272.png,367,2468,111,114
ichigo_273.png,502,2460,100,110
ichigo_274.png,618,2448,96,117
ichigo_275.png,948,2448,95,92
ichigo_276.png,619,2586,55,55
ichigo_277.png,685,2580,114,58
ichigo_278.png,811,2578,113,51
ichigo_279.png,9,2658,140,11
ichigo_280.png,9,2682,141,83
ichigo_281.png,403,2676,130,19
ichigo_282.png,173,2704,57,43
ichigo_283.png,244,2704,56,42
ichigo_284.png,330,2701,54,47
ichigo_285.png,404,2703,56,45
ichigo_286.png,475,2704,56,44
ichigo_287.png,544,2694,32,54
ichigo_288.png,625,2775,88,68
ichigo_289.png,9,2797,87,32
ichigo_290.png,567,2807,47,48
ichigo_291.png,727,2801,106,106
ichigo_292.png,846,2806,92,96
ichigo_293.png,421,2809,60,37
ichigo_294.png,494,2808,59,36
ichigo_295.png,951,2812,113,84
ichigo_296.png,110,2847,54,22
ichigo_297.png,180,2844,58,28
ichigo_298.png,255,2845,64,26
ichigo_299.png,335,2845,60,26
ichigo_300.png,9,2935,141,11
ichigo_301.png,462,2938,98,8
ichigo_302.png,464,2980,133,136
ichigo_303.png,617,2981,134,135
ichigo_304.png,197,3011,131,19
ichigo_305.png,774,3017,14,62
ichigo_306.png,818,3022,32,47
ichigo_307.png,9,3028,26,53
ichigo_308.png,48,3032,33,49
ichigo_309.png,96,3035,34,46
ichigo_310.png,144,3036,44,45
ichigo_311.png,202,3039,54,42
ichigo_312.png,269,3038,54,43
ichigo_313.png,340,3032,33,49
ichigo_314.png,869,3029,97,40
ichigo_315.png,9,3130,23,9
ichigo_316.png,235,3131,98,8
ichigo_317.png,550,3130,30,9
ichigo_318.png,796,3131,98,8
ichigo_319.png,649,3148,106,79
ichigo_320.png,797,3167,37,36
ichigo_321.png,9,3172,23,56
ichigo_322.png,48,3172,23,56
ichigo_323.png,87,3173,23,55
ichigo_324.png,127,3174,24,54
ichigo_325.png,167,3175,24,53
ichigo_326.png,236,3173,45,54
ichigo_327.png,292,3171,46,54
ichigo_328.png,350,3169,46,51
ichigo_329.png,553,3172,17,55
ichigo_330.png,582,3173,19,54
ichigo_331.png,614,3172,24,55
ichigo_332.png,689,3173,26,54
ichigo_333.png,9,3241,122,77
ichigo_334.png,9,3262,41,49
ichigo_335.png,149,3260,43,53
